tracking_number,carrier,status,error_message,service,service_code,weight_kg,weight_lbs,is_dimensional_weight,origin_city,origin_state,origin_country,destination_city,destination_state,destination_country,distance_km,distance_miles,transport_mode,emission_factor,total_emissions_kg_co2e,main_transit_emissions_kg,last_mile_emissions_kg,trees_needed_1_year,equivalent_miles_driven
TBA324125474681,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.24,0.529,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0027,0.0022,0.0005,0,0
TBA324129958408,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.541,3.398,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0174,0.0143,0.0031,0,0
1LSCY72005E9W2M,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
TBA324140629286,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.76,3.88,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.011,0.0075,0.0035,0,0
1ZA81H440329030705,UPS,success,,UPS Ground,518,11.34,25,FALSE,CANTON,MI,US,WORCESTER,MA,US,1930.31,1199.44,truck_average,0.127,2.8026,2.78,0.0227,0.13,6.9
1ZA81H440333755899,UPS,success,,UPS Ground,518,9.072,20,FALSE,CANTON,MI,US,WORCESTER,MA,US,1930.31,1199.44,truck_average,0.127,2.2421,2.224,0.0181,0.11,5.5
TBA324132741372,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.56,5.644,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0289,0.0238,0.0051,0,0.1
9534606595365245589669,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253495317296,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324052906700,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,8.43,18.585,FALSE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.1077,0.0908,0.0169,0.01,0.3
TBA324135938467,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.42,3.131,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0177,0.0148,0.0028,0,0
TBA324137391986,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.591,3.507,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0198,0.0166,0.0032,0,0
TBA324112787952,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.899,4.186,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0118,0.0081,0.0038,0,0
TBA324129789532,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.54,5.6,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0159,0.0108,0.0051,0,0
TBA324138015076,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,11.73,25.86,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0732,0.0497,0.0235,0,0.2
9361289725253502241729,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9488809000276106884097,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324130787819,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.43,0.948,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0049,0.004,0.0009,0,0
TBA324127228189,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.328,2.929,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0083,0.0056,0.0027,0,0
TBA324138209980,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.32,0.705,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0036,0.003,0.0006,0,0
TBA324123826068,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.9,4.189,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0215,0.0177,0.0038,0,0.1
9400150899561071113459,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324131965833,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.28,2.822,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0145,0.0119,0.0026,0,0
9549015885355240674073,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9361289725253580322815,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324123036772,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.916,13.043,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0369,0.0251,0.0118,0,0.1
TBA324121800581,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.68,3.704,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.019,0.0156,0.0034,0,0
9361289725253561980454,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9434636208235310864838,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324145214620,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.82,6.217,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0176,0.012,0.0056,0,0
22479434630109355073184344,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324140556627,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.328,5.132,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0263,0.0216,0.0047,0,0.1
1ZX1002A0350827507,UPS,success,,UPS Ground,518,0.454,1,FALSE,AURORA,CO,US,WORCESTER,MA,US,2775.43,1724.57,truck_average,0.127,0.1608,0.1599,0.0009,0.01,0.4
TBA324126461678,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,1.47,3.241,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0098,0.0098,0,0,0
9505510385625245549975,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,0.18,0.397,FALSE,Richmond,CA,US,WORCESTER,MA,US,4273.42,2655.38,truck_average,0.127,0.0981,0.0977,0.0004,0,0.2
9234690374104405782554,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
9200190163289487291010,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324074772153,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.3,2.866,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0162,0.0136,0.0026,0,0
1LSCZQS005EBWUX,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
1ZWY82100314755657,UPS,success,,UPS Ground,518,1.361,3,FALSE,EASTON,PA,US,WORCESTER,MA,US,333.84,207.44,truck_average,0.127,0.0604,0.0577,0.0027,0,0.1
1ZC60Y59YW42946308,UPS,success,,UPS Ground Saver®,613,2.223,4.9,FALSE,MORRIS,IL,US,WORCESTER,MA,US,1382.49,859.04,truck_average,0.127,0.3947,0.3902,0.0044,0.02,1
TBA324045764758,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,20.71,45.658,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.2577,0.2163,0.0414,0.01,0.6
TBA324129988175,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.53,1.168,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.006,0.0049,0.0011,0,0
TBA324123928984,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.12,2.469,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.007,0.0047,0.0022,0,0
1Z1T406T0360852076,UPS,success,,UPS Ground,518,0.227,0.5,FALSE,ROCKLIN,CA,US,WORCESTER,MA,US,4147.56,2577.17,truck_average,0.127,0.1199,0.1195,0.0005,0.01,0.3
TBA3141282S0267,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,4.62,10.186,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0288,0.0196,0.0092,0,0.1
TBA324115813300,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.69,8.135,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0417,0.0343,0.0074,0,0.1
SBHVJLJVFS_001_V,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324142151631,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.795,3.957,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0112,0.0076,0.0036,0,0
TBA324116399153,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.39,0.86,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0024,0.0017,0.0008,0,0
TBA324124HKTZ,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.78,3.924,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,last_mile,0.2,0.0261,0.0261,0,0,0.1
SBKDRTMVZS_001_V,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324142360842,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,3.18,7.011,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0359,0.0296,0.0064,0,0.1
TBA32411581330C,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.76,3.88,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.011,0.0075,0.0035,0,0
TBA-241U913472S,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,16.555,36.497,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.1106,0.1106,0,0.01,0.3
TBA32-1Z87Y8Z67,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.23,4.916,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0139,0.0095,0.0045,0,0
1869137,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324124HKT66,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.148,11.349,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0321,0.0218,0.0103,0,0.1
TBA324096409390,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.5,14.33,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0406,0.0276,0.013,0,0.1
SBWWFPKV7S_001_V,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
SBWD8DRW4S_001_V,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
SBHFZ2VWMS_001_V,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
9239590318443803753684,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z0451780356690069,UPS,success,,UPS Ground,518,7.212,15.9,FALSE,PORTLAND,ME,US,WORCESTER,MA,US,199.65,124.06,truck_average,0.127,0.1973,0.1829,0.0144,0.01,0.5
TBA324100407902,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,3.86,8.51,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0436,0.0359,0.0077,0,0.1
1Z0451780358535054,UPS,success,,UPS Ground,518,10.705,23.6,FALSE,PORTLAND,ME,US,WORCESTER,MA,US,199.65,124.06,truck_average,0.127,0.2928,0.2714,0.0214,0.01,0.7
1Z0451780358590486,UPS,success,,UPS Ground,518,4.082,9,FALSE,PORTLAND,ME,US,WORCESTER,MA,US,199.65,124.06,truck_average,0.127,0.1117,0.1035,0.0082,0.01,0.3
1Z0451780357586475,UPS,success,,UPS Ground,518,9.707,21.4,FALSE,PORTLAND,ME,US,WORCESTER,MA,US,199.65,124.06,truck_average,0.127,0.2655,0.2461,0.0194,0.01,0.7
1Z246E710349326486,UPS,success,,UPS Ground,518,4.082,9,FALSE,BELLEVUE,WA,US,WORCESTER,MA,US,3950.4,2454.67,truck_average,0.127,2.0563,2.0481,0.0082,0.1,5.1
1Z0451780358627491,UPS,success,,UPS Ground,518,7.076,15.6,FALSE,PORTLAND,ME,US,WORCESTER,MA,US,199.65,124.06,truck_average,0.127,0.1936,0.1794,0.0142,0.01,0.5
1Z0451780358620283,UPS,success,,UPS Ground,518,6.94,15.3,FALSE,PORTLAND,ME,US,WORCESTER,MA,US,199.65,124.06,truck_average,0.127,0.1899,0.176,0.0139,0.01,0.5
TBA324129022052,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,3,6.614,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0339,0.0279,0.006,0,0.1
TBA324128544405,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,35.945,79.244,TRUE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,1.3443,1.2725,0.0719,0.06,3.3
1ZWY37970303142761,UPS,success,,UPS Ground,518,5.443,12,FALSE,BRAINTREE,MA,US,WORCESTER,MA,US,66.01,41.02,truck_average,0.127,0.0565,0.0456,0.0109,0,0.1
TBA324129134725,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,8.49,18.717,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0567,0.0567,0,0,0.1
1Z1E072Y0310965195,UPS,success,,UPS Ground,518,1.633,3.6,FALSE,CARLISLE,PA,US,WORCESTER,MA,US,506.21,314.55,truck_average,0.127,0.1082,0.105,0.0033,0.01,0.3
TBA324128738067,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.49,1.08,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0031,0.0021,0.001,0,0
TBA324129820155,Amazon,success,,Amazon Fresh Delivery,AMAZON_FRESH,4.838,10.666,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0323,0.0323,0,0,0.1
TBA324127356563,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,13.6,29.983,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0849,0.0577,0.0272,0,0.2
TBA324124268878,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.955,4.311,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0122,0.0083,0.0039,0,0
TBA324120661449,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.69,1.521,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0043,0.0029,0.0014,0,0
TBA324127906618,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,6.8,14.991,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0424,0.0288,0.0136,0,0.1
TBA324099929583,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.1,4.63,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0261,0.0219,0.0042,0,0.1
TBA324127598635,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,16.51,36.398,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.2054,0.1724,0.033,0.01,0.5
TBA324142712368,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,8.25,18.188,FALSE,Windsor,CT,US,Worcester,MA,US,84.81,52.7,truck_average,0.127,0.1054,0.0889,0.0165,0.01,0.3
TBA324124360630,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.202,11.469,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0325,0.0221,0.0104,0,0.1
TBA324138572940,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,39.33,86.708,FALSE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,1.471,1.3923,0.0787,0.07,3.6
TBA324127814859,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.36,5.203,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0267,0.0219,0.0047,0,0.1
TBA324128210267,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,22.038,48.585,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.2742,0.2301,0.0441,0.01,0.7
TBA324121601265,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,4.35,9.59,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.029,0.029,0,0,0.1
Unknown,FedEx,success,,FedEx Ground,FEDEX_GROUND,14.65,32.298,FALSE,Pawcatuck,CT,US,Worcester,MA,US,98.31,61.09,truck_average,0.127,0.2122,0.1829,0.0293,0.01,0.5
9300110597204616678524,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA323574657193,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,9.48,20.9,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.118,0.099,0.019,0.01,0.3
TBA323574657193,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,9.48,20.9,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.118,0.099,0.019,0.01,0.3
TBA324128180517,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.54,1.19,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0061,0.005,0.0011,0,0
TBA324131827292,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.3,5.071,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.026,0.0214,0.0046,0,0.1
TBA324135331188,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.62,1.367,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.007,0.0058,0.0012,0,0
TBA324096658151,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.8,3.968,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0112,0.0076,0.0036,0,0
1Z5R03580388243481,UPS,success,,UPS Ground,518,2.585,5.7,FALSE,NAPLES,FL,US,WORCESTER,MA,US,2007.92,1247.66,truck_average,0.127,0.6645,0.6593,0.0052,0.03,1.6
1ZF6V3163534768473,UPS,success,,UPS 2nd Day Air®,545,0.544,1.2,FALSE,COPPELL,TX,US,WORCESTER,MA,US,2441.92,1517.34,truck_average,0.127,0.1699,0.1688,0.0011,0.01,0.4
TBA324091778574,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,5.282,11.645,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.033,0.0224,0.0106,0,0.1
TBA324111208823,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.4,3.086,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.0174,0.0146,0.0028,0,0
TBA324128391474,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.84,6.261,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0321,0.0264,0.0057,0,0.1
0510232451718000001,custom item,unsupported,No credentials configured for carrier: custom item,,,,,,,,,,,,,,,,,,,,
TBA324141609131,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.15,0.331,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0017,0.0014,0.0003,0,0
TBA324137664773,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.1,4.63,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0237,0.0195,0.0042,0,0.1
510232451450000002,fedex,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
TBA324084116735,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.964,4.33,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0123,0.0083,0.0039,0,0
TBA324142253717,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,0.48,1.058,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.003,0.002,0.001,0,0
TBA324121728837,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,1.822,4.017,TRUE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,last_mile,0.2,0.03,0.03,0,0,0.1
1Z485A971357364423,UPS,success,,UPS Next Day Air Saver®,556,0.862,1.9,FALSE,OAK CREEK,WI,US,WORCESTER,MA,US,1322.87,821.99,truck_average,0.127,0.1465,0.1448,0.0017,0.01,0.4
TBA324136822223,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.53,3.373,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0173,0.0142,0.0031,0,0
1ZE3716H0333866120,UPS,success,,UPS Ground,518,0.408,0.9,FALSE,CLEVELAND,OH,US,WORCESTER,MA,US,824.95,512.6,truck_average,0.127,0.0436,0.0428,0.0008,0,0.1
TBA324139705626,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,0.58,1.279,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0066,0.0054,0.0012,0,0
TBA324084785001,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.311,2.89,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0082,0.0056,0.0026,0,0
TBA324117368287,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,1.75,3.858,FALSE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0198,0.0163,0.0035,0,0
TBA324138699956,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.25,4.96,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.014,0.0095,0.0045,0,0
1ZV784W20334147328,UPS,success,,UPS Ground,518,1.996,4.4,FALSE,NORTH BERGEN,NJ,US,WORCESTER,MA,US,245.45,152.52,truck_average,0.127,0.0662,0.0622,0.004,0,0.2
9218490379172252961135,usps,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,0.41,0.904,FALSE,Pittsburg,PA,US,Worcester,MA,US,728.56,452.7,truck_average,0.127,0.0388,0.0379,0.0008,0,0.1
TBA324127368133,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.83,6.239,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0177,0.012,0.0057,0,0
1ZE3716H0333847123,UPS,success,,UPS Ground,518,0.408,0.9,FALSE,CLEVELAND,OH,US,WORCESTER,MA,US,824.95,512.6,truck_average,0.127,0.0436,0.0428,0.0008,0,0.1
1ZE3716H0333855098,UPS,success,,UPS Ground,518,0.136,0.3,FALSE,CLEVELAND,OH,US,WORCESTER,MA,US,824.95,512.6,truck_average,0.127,0.0145,0.0143,0.0003,0,0
Unknown,FedEx,success,,FedEx Home Delivery,GROUND_HOME_DELIVERY,18.96,41.8,FALSE,ADA,MI,US,WORCESTER,MA,US,1124.41,698.68,truck_average,0.127,2.7454,2.7075,0.0379,0.13,6.8
TBA324118907510,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,1.182,2.606,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0134,0.011,0.0024,0,0
TBA324142200263,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,4.3,9.48,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.0287,0.0287,0,0,0.1
401986287324828404,fedex,error,Calculation failed (see logs above),,,,,,,,,,,,,,,,,,,,
1Z906WR81302100662,UPS,success,,UPS Next Day Air Saver®,556,0.68,1.5,FALSE,NEW ALBANY,OH,US,WORCESTER,MA,US,954.12,592.87,truck_average,0.127,0.0838,0.0824,0.0014,0,0.2
1ZK6846E0223013470,UPS,success,,UPS 2nd Day Air®,545,0.091,0.2,FALSE,BUMPASS,VA,US,WORCESTER,MA,US,695.3,432.04,truck_average,0.127,0.0082,0.008,0.0002,0,0
TBA323870984436,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,4.05,8.929,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.027,0.027,0,0,0.1
TBA323870984436,Amazon,success,,Amazon Same-Day Delivery,AMAZON_SAME_DAY,4.05,8.929,FALSE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,last_mile,0.2,0.027,0.027,0,0,0.1
1LSCXO4005EBY55,lasership,unsupported,Carrier 'lasership' not supported (no public tracking API),,,,,,,,,,,,,,,,,,,,
TBA324091095399,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,2.73,6.019,FALSE,Fall River,MA,US,Worcester,MA,US,82.23,51.1,truck_average,0.127,0.034,0.0285,0.0055,0,0.1
Unknown,FedEx,success,,FedEx 2Day,FEDEX_2_DAY,2.72,5.997,FALSE,HAMPSHIRE,IL,US,WORCESTER,MA,US,1379.95,857.46,air_shorthaul,0.82,3.0833,3.0778,0.0054,0.15,7.6
1ZRY78400339787587,UPS,success,,UPS Ground,518,4.581,10.1,FALSE,CARLISLE,PA,US,WORCESTER,MA,US,506.21,314.55,truck_average,0.127,0.3037,0.2945,0.0092,0.01,0.8
TBA324126179703,Amazon,success,,Amazon Prime 2-Day Delivery,AMAZON_PRIME,30.727,67.741,TRUE,Avenel,NJ,US,Worcester,MA,US,278.74,173.2,truck_average,0.127,1.1492,1.0877,0.0615,0.05,2.8
TBA324128796642,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,4.582,10.101,TRUE,North Andover,MA,US,Worcester,MA,US,73.19,45.48,truck_average,0.127,0.0518,0.0426,0.0092,0,0.1
TBA324130975076,Amazon,success,,Amazon Standard Shipping,AMAZON_STANDARD,2.55,5.621,TRUE,Bellingham,MA,US,Worcester,MA,US,33.39,20.75,truck_average,0.127,0.0159,0.0108,0.0051,0,0
